match_key,match_date,team_name,opponent,avg_score_last_5,avg_margin_last_5,days_rest,team_avg_player_disposals_last_5,team_avg_player_goals_last_5
1991-07-26_North Melbourne Kangaroos_vs_West Coast Eagles,1991-07-26,North Melbourne Kangaroos,West Coast Eagles,106.8,-15.0,6.0,16.785185185185185,1.7285714285714284
1991-08-03_Melbourne Demons_vs_North Melbourne Kangaroos,1991-08-03,North Melbourne Kangaroos,Melbourne Demons,89.4,-23.2,8.0,16.9,1.9125
1991-08-11_North Melbourne Kangaroos_vs_Sydney Swans,1991-08-11,North Melbourne Kangaroos,Sydney Swans,84.0,-20.8,8.0,15.622222222222222,1.91875
1991-08-17_Fitzroy Lions_vs_North Melbourne Kangaroos,1991-08-17,North Melbourne Kangaroos,Fitzroy Lions,92.2,-14.8,6.0,15.844444444444443,2.211904761904762
1991-08-24_Geelong Cats_vs_North Melbourne Kangaroos,1991-08-24,North Melbourne Kangaroos,Geelong Cats,101.0,-17.6,7.0,16.8,2.078333333333333
1991-09-01_Adelaide Crows_vs_North Melbourne Kangaroos,1991-09-01,North Melbourne Kangaroos,Adelaide Crows,102.8,-9.2,8.0,16.811111111111114,2.2222222222222223
1992-03-28_North Melbourne Kangaroos_vs_Richmond Tigers,1992-03-28,North Melbourne Kangaroos,Richmond Tigers,107.2,-24.4,209.0,15.285714285714286,2.0761904761904764
1992-04-04_Hawthorn Hawks_vs_North Melbourne Kangaroos,1992-04-04,North Melbourne Kangaroos,Hawthorn Hawks,115.8,-0.8,7.0,16.066666666666666,2.45
1992-04-10_Carlton Blues_vs_North Melbourne Kangaroos,1992-04-10,North Melbourne Kangaroos,Carlton Blues,103.6,-13.2,6.0,16.566666666666666,2.0
1992-04-18_North Melbourne Kangaroos_vs_western bulldogs,1992-04-18,North Melbourne Kangaroos,western bulldogs,96.2,-16.0,8.0,,
1992-04-24_North Melbourne Kangaroos_vs_Sydney Swans,1992-04-24,North Melbourne Kangaroos,Sydney Swans,104.8,-17.4,6.0,16.54285714285714,2.5
1992-05-02_Collingwood Magpies_vs_North Melbourne Kangaroos,1992-05-02,North Melbourne Kangaroos,Collingwood Magpies,108.4,7.0,8.0,16.0,2.333333333333333
1992-05-09_Essendon Bombers_vs_North Melbourne Kangaroos,1992-05-09,North Melbourne Kangaroos,Essendon Bombers,95.4,-16.2,7.0,16.025000000000002,2.275
1992-05-15_Fitzroy Lions_vs_North Melbourne Kangaroos,1992-05-15,North Melbourne Kangaroos,Fitzroy Lions,106.8,-0.6,6.0,17.11875,2.53125
1992-05-23_Melbourne Demons_vs_North Melbourne Kangaroos,1992-05-23,North Melbourne Kangaroos,Melbourne Demons,98.0,-5.4,8.0,16.4,2.3285714285714287
1992-05-31_Adelaide Crows_vs_North Melbourne Kangaroos,1992-05-31,North Melbourne Kangaroos,Adelaide Crows,98.6,-4.8,8.0,14.63125,2.236666666666667
1992-06-05_North Melbourne Kangaroos_vs_West Coast Eagles,1992-06-05,North Melbourne Kangaroos,West Coast Eagles,95.0,-21.6,5.0,16.360416666666666,2.1
1992-06-13_Geelong Cats_vs_North Melbourne Kangaroos,1992-06-13,North Melbourne Kangaroos,Geelong Cats,95.0,-20.4,8.0,14.385714285714286,2.246666666666667
1992-06-19_Brisbane Bears_vs_North Melbourne Kangaroos,1992-06-19,North Melbourne Kangaroos,Brisbane Bears,91.6,-46.2,6.0,13.237499999999999,2.0500000000000003
1992-06-27_North Melbourne Kangaroos_vs_St Kilda Saints,1992-06-27,North Melbourne Kangaroos,St Kilda Saints,105.8,-31.4,8.0,13.86111111111111,2.1357142857142857
1992-07-11_North Melbourne Kangaroos_vs_Richmond Tigers,1992-07-11,North Melbourne Kangaroos,Richmond Tigers,106.8,-25.8,14.0,14.485714285714286,2.21
1992-07-18_Hawthorn Hawks_vs_North Melbourne Kangaroos,1992-07-18,North Melbourne Kangaroos,Hawthorn Hawks,109.2,-18.6,7.0,15.875,2.013888888888889
1992-07-25_Carlton Blues_vs_North Melbourne Kangaroos,1992-07-25,North Melbourne Kangaroos,Carlton Blues,115.2,-17.2,7.0,15.824999999999998,2.175
1992-08-01_North Melbourne Kangaroos_vs_Western Bulldogs,1992-08-01,North Melbourne Kangaroos,Western Bulldogs,112.4,-3.2,7.0,15.266666666666666,1.8699999999999999
1992-08-07_North Melbourne Kangaroos_vs_Sydney Swans,1992-08-07,North Melbourne Kangaroos,Sydney Swans,106.0,-19.6,6.0,13.922222222222222,1.8333333333333333
1992-08-16_Collingwood Magpies_vs_North Melbourne Kangaroos,1992-08-16,North Melbourne Kangaroos,Collingwood Magpies,106.4,-11.8,9.0,13.992857142857144,1.7222222222222223
1992-08-22_Essendon Bombers_vs_North Melbourne Kangaroos,1992-08-22,North Melbourne Kangaroos,Essendon Bombers,101.0,-13.2,6.0,12.957142857142857,1.6472222222222221
1992-08-29_North Melbourne Kangaroos_vs_fitzroy lions,1992-08-29,North Melbourne Kangaroos,fitzroy lions,96.0,-19.4,7.0,,
1993-03-27_Brisbane Bears_vs_North Melbourne Kangaroos,1993-03-27,North Melbourne Kangaroos,Brisbane Bears,101.8,-11.2,210.0,15.7,1.6949999999999998
1993-04-03_North Melbourne Kangaroos_vs_St Kilda Saints,1993-04-03,North Melbourne Kangaroos,St Kilda Saints,114.0,2.8,7.0,15.379166666666668,1.7533333333333332
1993-04-12_North Melbourne Kangaroos_vs_geelong cats,1993-04-12,North Melbourne Kangaroos,geelong cats,116.8,-4.8,9.0,,
1993-04-17_North Melbourne Kangaroos_vs_melbourne demons,1993-04-17,North Melbourne Kangaroos,melbourne demons,120.0,1.2,5.0,,
1993-04-23_North Melbourne Kangaroos_vs_Richmond Tigers,1993-04-23,North Melbourne Kangaroos,Richmond Tigers,131.4,20.6,6.0,15.445833333333333,1.8222222222222222
1993-05-01_North Melbourne Kangaroos_vs_sydney swans,1993-05-01,North Melbourne Kangaroos,sydney swans,137.2,21.2,8.0,,
1993-05-08_North Melbourne Kangaroos_vs_Western Bulldogs,1993-05-08,North Melbourne Kangaroos,Western Bulldogs,149.8,41.4,7.0,15.878787878787877,1.9533333333333331
1993-05-16_North Melbourne Kangaroos_vs_adelaide crows,1993-05-16,North Melbourne Kangaroos,adelaide crows,153.0,49.0,8.0,,
1993-05-21_North Melbourne Kangaroos_vs_carlton blues,1993-05-21,North Melbourne Kangaroos,carlton blues,155.6,43.8,5.0,,
1993-05-29_Collingwood Magpies_vs_North Melbourne Kangaroos,1993-05-29,North Melbourne Kangaroos,Collingwood Magpies,156.8,45.6,8.0,15.865151515151513,1.878787878787879
1993-06-18_North Melbourne Kangaroos_vs_West Coast Eagles,1993-06-18,North Melbourne Kangaroos,West Coast Eagles,150.2,54.8,20.0,15.583333333333334,1.7444444444444445
1993-06-25_Hawthorn Hawks_vs_North Melbourne Kangaroos,1993-06-25,North Melbourne Kangaroos,Hawthorn Hawks,125.8,31.2,7.0,14.7,1.89
1993-07-03_Fitzroy Lions_vs_North Melbourne Kangaroos,1993-07-03,North Melbourne Kangaroos,Fitzroy Lions,113.6,24.4,8.0,13.815000000000001,1.9649999999999999
1993-07-09_North Melbourne Kangaroos_vs_essendon bombers,1993-07-09,North Melbourne Kangaroos,essendon bombers,113.0,24.6,6.0,,
1993-07-18_Brisbane Bears_vs_North Melbourne Kangaroos,1993-07-18,North Melbourne Kangaroos,Brisbane Bears,112.0,24.6,9.0,14.396153846153847,1.9363636363636365
1993-07-23_North Melbourne Kangaroos_vs_St Kilda Saints,1993-07-23,North Melbourne Kangaroos,St Kilda Saints,116.0,16.4,5.0,14.684999999999999,2.1
1993-07-31_Geelong Cats_vs_North Melbourne Kangaroos,1993-07-31,North Melbourne Kangaroos,Geelong Cats,114.0,12.2,8.0,14.775,1.7857142857142858
1993-08-15_North Melbourne Kangaroos_vs_Richmond Tigers,1993-08-15,North Melbourne Kangaroos,Richmond Tigers,112.4,-6.0,15.0,15.633333333333333,1.9666666666666666
1993-08-22_North Melbourne Kangaroos_vs_Sydney Swans,1993-08-22,North Melbourne Kangaroos,Sydney Swans,114.4,3.0,7.0,14.984615384615385,1.9866666666666668
1993-08-28_North Melbourne Kangaroos_vs_Western Bulldogs,1993-08-28,North Melbourne Kangaroos,Western Bulldogs,120.6,7.8,6.0,14.174999999999999,1.8378787878787881
1993-09-04_North Melbourne Kangaroos_vs_West Coast Eagles,1993-09-04,North Melbourne Kangaroos,West Coast Eagles,116.0,-3.0,7.0,14.69090909090909,1.990740740740741
1994-04-02_North Melbourne Kangaroos_vs_St Kilda Saints,1994-04-02,North Melbourne Kangaroos,St Kilda Saints,110.4,-10.2,210.0,13.61923076923077,2.1149999999999998
1994-04-08_North Melbourne Kangaroos_vs_hawthorn hawks,1994-04-08,North Melbourne Kangaroos,hawthorn hawks,124.4,22.4,6.0,,
1994-04-16_North Melbourne Kangaroos_vs_Western Bulldogs,1994-04-16,North Melbourne Kangaroos,Western Bulldogs,133.4,39.0,8.0,14.385714285714286,2.361111111111111
1994-04-23_Geelong Cats_vs_North Melbourne Kangaroos,1994-04-23,North Melbourne Kangaroos,Geelong Cats,123.8,29.2,7.0,16.12272727272727,2.3074074074074074
1994-04-30_North Melbourne Kangaroos_vs_West Coast Eagles,1994-04-30,North Melbourne Kangaroos,West Coast Eagles,120.2,28.6,7.0,15.663636363636364,2.3333333333333335
1994-05-07_Melbourne Demons_vs_North Melbourne Kangaroos,1994-05-07,North Melbourne Kangaroos,Melbourne Demons,123.6,31.4,7.0,14.065384615384614,2.1149999999999998
1994-05-14_Fitzroy Lions_vs_North Melbourne Kangaroos,1994-05-14,North Melbourne Kangaroos,Fitzroy Lions,113.2,24.0,7.0,13.8375,2.0444444444444443
1994-05-20_Collingwood Magpies_vs_North Melbourne Kangaroos,1994-05-20,North Melbourne Kangaroos,Collingwood Magpies,102.4,4.4,6.0,13.373076923076923,1.7962962962962965
1994-05-29_Brisbane Bears_vs_North Melbourne Kangaroos,1994-05-29,North Melbourne Kangaroos,Brisbane Bears,104.2,8.4,9.0,13.0,1.75
1994-06-05_North Melbourne Kangaroos_vs_sydney swans,1994-06-05,North Melbourne Kangaroos,sydney swans,101.8,6.0,7.0,,
1994-06-11_Adelaide Crows_vs_North Melbourne Kangaroos,1994-06-11,North Melbourne Kangaroos,Adelaide Crows,109.8,17.4,6.0,15.846666666666668,1.725
1994-06-18_North Melbourne Kangaroos_vs_richmond tigers,1994-06-18,North Melbourne Kangaroos,richmond tigers,121.6,27.0,7.0,,
1994-06-24_Carlton Blues_vs_North Melbourne Kangaroos,1994-06-24,North Melbourne Kangaroos,Carlton Blues,111.2,20.2,6.0,14.918181818181818,1.5203703703703704
1994-07-02_Essendon Bombers_vs_North Melbourne Kangaroos,1994-07-02,North Melbourne Kangaroos,Essendon Bombers,104.6,10.0,8.0,14.112499999999999,1.898148148148148
1994-07-16_North Melbourne Kangaroos_vs_st kilda saints,1994-07-16,North Melbourne Kangaroos,st kilda saints,103.0,14.0,14.0,,
1994-07-23_Hawthorn Hawks_vs_North Melbourne Kangaroos,1994-07-23,North Melbourne Kangaroos,Hawthorn Hawks,101.0,22.2,7.0,13.838461538461539,1.7466666666666668
1994-07-29_North Melbourne Kangaroos_vs_Western Bulldogs,1994-07-29,North Melbourne Kangaroos,Western Bulldogs,91.0,14.2,6.0,13.758333333333333,1.8283333333333331
1994-08-06_Geelong Cats_vs_North Melbourne Kangaroos,1994-08-06,North Melbourne Kangaroos,Geelong Cats,98.0,19.2,8.0,14.766666666666667,1.9833333333333334
1994-08-12_North Melbourne Kangaroos_vs_West Coast Eagles,1994-08-12,North Melbourne Kangaroos,West Coast Eagles,95.8,22.6,6.0,14.672222222222222,1.7303030303030305
1994-08-19_Melbourne Demons_vs_North Melbourne Kangaroos,1994-08-19,North Melbourne Kangaroos,Melbourne Demons,91.6,22.2,7.0,14.52,1.7375
1994-08-26_North Melbourne Kangaroos_vs_fitzroy lions,1994-08-26,North Melbourne Kangaroos,fitzroy lions,85.0,6.0,7.0,,
1994-09-02_Collingwood Magpies_vs_North Melbourne Kangaroos,1994-09-02,North Melbourne Kangaroos,Collingwood Magpies,97.2,15.2,7.0,15.134615384615385,1.662962962962963
1994-09-10_Hawthorn Hawks_vs_North Melbourne Kangaroos,1994-09-10,North Melbourne Kangaroos,Hawthorn Hawks,102.0,24.0,8.0,14.596153846153847,1.7740740740740741
1994-09-24_Geelong Cats_vs_North Melbourne Kangaroos,1994-09-24,North Melbourne Kangaroos,Geelong Cats,109.4,25.4,14.0,15.346153846153847,1.7106060606060607
1995-03-31_Adelaide Crows_vs_North Melbourne Kangaroos,1995-03-31,North Melbourne Kangaroos,Adelaide Crows,117.2,26.0,188.0,15.532051282051283,1.9227272727272726
1995-04-08_Melbourne Demons_vs_North Melbourne Kangaroos,1995-04-08,North Melbourne Kangaroos,Melbourne Demons,116.4,30.6,8.0,16.42361111111111,1.9883333333333333
1995-04-15_North Melbourne Kangaroos_vs_West Coast Eagles,1995-04-15,North Melbourne Kangaroos,West Coast Eagles,105.6,17.2,7.0,14.238095238095239,1.8282051282051281
1995-04-24_North Melbourne Kangaroos_vs_Richmond Tigers,1995-04-24,North Melbourne Kangaroos,Richmond Tigers,89.0,-5.2,9.0,13.732142857142858,1.7115384615384615
1995-04-30_Carlton Blues_vs_North Melbourne Kangaroos,1995-04-30,North Melbourne Kangaroos,Carlton Blues,83.2,-16.2,6.0,13.431944444444445,1.653030303030303
1995-05-07_Hawthorn Hawks_vs_North Melbourne Kangaroos,1995-05-07,North Melbourne Kangaroos,Hawthorn Hawks,72.6,-21.8,7.0,12.482142857142858,1.4166666666666667
1995-05-13_Fitzroy Lions_vs_North Melbourne Kangaroos,1995-05-13,North Melbourne Kangaroos,Fitzroy Lions,85.6,-13.0,6.0,12.553571428571429,1.737179487179487
1995-05-20_North Melbourne Kangaroos_vs_Western Bulldogs,1995-05-20,North Melbourne Kangaroos,Western Bulldogs,88.0,-10.8,7.0,13.365384615384615,1.875
1995-05-26_Geelong Cats_vs_North Melbourne Kangaroos,1995-05-26,North Melbourne Kangaroos,Geelong Cats,100.4,3.0,6.0,14.023076923076925,1.9444444444444444
1995-06-02_Essendon Bombers_vs_North Melbourne Kangaroos,1995-06-02,North Melbourne Kangaroos,Essendon Bombers,99.2,0.6,7.0,14.283333333333333,1.6878787878787878
1995-06-11_Fremantle Dockers_vs_North Melbourne Kangaroos,1995-06-11,North Melbourne Kangaroos,Fremantle Dockers,114.4,12.8,9.0,13.753846153846155,1.8628205128205129
1995-06-25_Brisbane Bears_vs_North Melbourne Kangaroos,1995-06-25,North Melbourne Kangaroos,Brisbane Bears,114.2,17.6,14.0,13.734615384615385,2.0722222222222224
1995-07-01_North Melbourne Kangaroos_vs_St Kilda Saints,1995-07-01,North Melbourne Kangaroos,St Kilda Saints,117.2,20.4,6.0,13.783333333333333,2.040277777777778
1995-07-07_Collingwood Magpies_vs_North Melbourne Kangaroos,1995-07-07,North Melbourne Kangaroos,Collingwood Magpies,120.4,23.6,6.0,13.346428571428572,2.029166666666667
1995-07-15_North Melbourne Kangaroos_vs_Sydney Swans,1995-07-15,North Melbourne Kangaroos,Sydney Swans,129.6,46.2,8.0,13.453571428571427,2.191666666666667
1995-07-21_North Melbourne Kangaroos_vs_adelaide crows,1995-07-21,North Melbourne Kangaroos,adelaide crows,121.2,35.0,6.0,,
1995-07-28_Melbourne Demons_vs_North Melbourne Kangaroos,1995-07-28,North Melbourne Kangaroos,Melbourne Demons,103.4,18.6,7.0,14.95,1.6984848484848485
1995-08-05_North Melbourne Kangaroos_vs_West Coast Eagles,1995-08-05,North Melbourne Kangaroos,West Coast Eagles,92.8,5.4,8.0,14.066666666666668,1.5363636363636362
1995-08-11_North Melbourne Kangaroos_vs_Richmond Tigers,1995-08-11,North Melbourne Kangaroos,Richmond Tigers,89.8,10.4,6.0,13.75,1.6569444444444443
1995-08-19_Carlton Blues_vs_North Melbourne Kangaroos,1995-08-19,North Melbourne Kangaroos,Carlton Blues,86.8,2.0,8.0,13.094871794871796,1.6933333333333334
1995-08-26_Hawthorn Hawks_vs_North Melbourne Kangaroos,1995-08-26,North Melbourne Kangaroos,Hawthorn Hawks,90.6,4.0,7.0,13.65,1.8483333333333334
1995-09-02_Fitzroy Lions_vs_North Melbourne Kangaroos,1995-09-02,North Melbourne Kangaroos,Fitzroy Lions,102.4,15.2,7.0,12.895833333333334,2.0483333333333333
1995-09-08_North Melbourne Kangaroos_vs_Richmond Tigers,1995-09-08,North Melbourne Kangaroos,Richmond Tigers,127.2,40.2,6.0,14.2,2.0
1995-09-17_North Melbourne Kangaroos_vs_west coast eagles,1995-09-17,North Melbourne Kangaroos,west coast eagles,128.8,33.8,9.0,,
1995-09-23_Carlton Blues_vs_North Melbourne Kangaroos,1995-09-23,North Melbourne Kangaroos,Carlton Blues,132.6,43.4,6.0,14.292307692307693,2.1666666666666665
1996-03-30_North Melbourne Kangaroos_vs_St Kilda Saints,1996-03-30,North Melbourne Kangaroos,St Kilda Saints,123.2,34.8,189.0,13.6375,1.7533333333333334
1996-04-06_North Melbourne Kangaroos_vs_Western Bulldogs,1996-04-06,North Melbourne Kangaroos,Western Bulldogs,122.4,30.6,7.0,13.693333333333333,1.905952380952381
1996-04-13_Hawthorn Hawks_vs_North Melbourne Kangaroos,1996-04-13,North Melbourne Kangaroos,Hawthorn Hawks,115.2,36.2,7.0,13.756666666666666,2.0044444444444443
1996-04-19_Brisbane Bears_vs_North Melbourne Kangaroos,1996-04-19,North Melbourne Kangaroos,Brisbane Bears,123.0,44.8,6.0,14.413333333333332,1.8855555555555557
1996-04-27_Adelaide Crows_vs_North Melbourne Kangaroos,1996-04-27,North Melbourne Kangaroos,Adelaide Crows,116.2,27.2,8.0,14.657142857142857,1.7571428571428573
1996-05-03_Geelong Cats_vs_North Melbourne Kangaroos,1996-05-03,North Melbourne Kangaroos,Geelong Cats,135.4,47.4,6.0,15.066666666666665,2.015151515151515
1996-05-12_North Melbourne Kangaroos_vs_west coast eagles,1996-05-12,North Melbourne Kangaroos,west coast eagles,134.4,44.8,9.0,,
1996-05-18_North Melbourne Kangaroos_vs_Richmond Tigers,1996-05-18,North Melbourne Kangaroos,Richmond Tigers,112.4,5.2,6.0,14.485714285714286,1.6523809523809523
1996-05-24_Fitzroy Lions_vs_North Melbourne Kangaroos,1996-05-24,North Melbourne Kangaroos,Fitzroy Lions,110.6,1.6,6.0,14.685714285714285,1.648809523809524
1996-06-07_North Melbourne Kangaroos_vs_Western Bulldogs,1996-06-07,North Melbourne Kangaroos,Western Bulldogs,125.6,28.6,14.0,15.59,1.7877777777777777
1996-06-15_North Melbourne Kangaroos_vs_Sydney Swans,1996-06-15,North Melbourne Kangaroos,Sydney Swans,113.0,24.8,8.0,14.866666666666667,1.578888888888889
1996-06-23_Essendon Bombers_vs_North Melbourne Kangaroos,1996-06-23,North Melbourne Kangaroos,Essendon Bombers,106.8,6.8,8.0,15.330769230769231,1.712121212121212
1996-06-29_Fremantle Dockers_vs_North Melbourne Kangaroos,1996-06-29,North Melbourne Kangaroos,Fremantle Dockers,116.6,22.6,6.0,14.23076923076923,1.7272727272727273
1996-07-05_Carlton Blues_vs_North Melbourne Kangaroos,1996-07-05,North Melbourne Kangaroos,Carlton Blues,102.6,14.8,6.0,14.234615384615383,1.638888888888889
1996-07-13_Collingwood Magpies_vs_North Melbourne Kangaroos,1996-07-13,North Melbourne Kangaroos,Collingwood Magpies,97.4,4.8,8.0,13.634615384615385,1.548611111111111
1996-07-19_North Melbourne Kangaroos_vs_St Kilda Saints,1996-07-19,North Melbourne Kangaroos,St Kilda Saints,96.2,-11.4,6.0,13.353333333333333,1.5564102564102564
1996-07-26_Melbourne Demons_vs_North Melbourne Kangaroos,1996-07-26,North Melbourne Kangaroos,Melbourne Demons,105.2,22.2,7.0,14.017857142857142,1.5833333333333333
1996-08-02_Hawthorn Hawks_vs_North Melbourne Kangaroos,1996-08-02,North Melbourne Kangaroos,Hawthorn Hawks,120.4,42.4,7.0,15.506666666666666,1.9089743589743589
1996-08-11_Brisbane Bears_vs_North Melbourne Kangaroos,1996-08-11,North Melbourne Kangaroos,Brisbane Bears,131.6,45.4,9.0,16.04375,1.9428571428571428
1996-08-17_Adelaide Crows_vs_North Melbourne Kangaroos,1996-08-17,North Melbourne Kangaroos,Adelaide Crows,114.6,30.8,6.0,15.51875,1.982051282051282
1996-08-23_Geelong Cats_vs_North Melbourne Kangaroos,1996-08-23,North Melbourne Kangaroos,Geelong Cats,113.2,44.2,6.0,16.075,2.09
1996-09-01_North Melbourne Kangaroos_vs_Richmond Tigers,1996-09-01,North Melbourne Kangaroos,Richmond Tigers,108.8,23.8,9.0,15.083333333333334,1.962121212121212
1996-09-08_Geelong Cats_vs_North Melbourne Kangaroos,1996-09-08,North Melbourne Kangaroos,Geelong Cats,100.4,7.6,7.0,14.21875,1.8012820512820513
1996-09-21_Brisbane Bears_vs_North Melbourne Kangaroos,1996-09-21,North Melbourne Kangaroos,Brisbane Bears,100.6,13.4,13.0,14.321875,1.762820512820513
1996-09-28_North Melbourne Kangaroos_vs_Sydney Swans,1996-09-28,North Melbourne Kangaroos,Sydney Swans,111.6,24.6,7.0,14.021875,1.6297619047619047
1997-03-27_Melbourne Demons_vs_North Melbourne Kangaroos,1997-03-27,North Melbourne Kangaroos,Melbourne Demons,122.6,32.0,180.0,15.8375,1.9102564102564101
1997-04-07_Carlton Blues_vs_North Melbourne Kangaroos,1997-04-07,North Melbourne Kangaroos,Carlton Blues,114.4,31.6,11.0,14.8125,1.8051282051282054
1997-04-13_Essendon Bombers_vs_North Melbourne Kangaroos,1997-04-13,North Melbourne Kangaroos,Essendon Bombers,103.4,30.4,6.0,14.014814814814816,1.59
1997-04-20_Brisbane Lions_vs_North Melbourne Kangaroos,1997-04-20,North Melbourne Kangaroos,Brisbane Lions,93.2,10.0,7.0,13.344736842105263,1.5197916666666667
1997-04-27_North Melbourne Kangaroos_vs_Richmond Tigers,1997-04-27,North Melbourne Kangaroos,Richmond Tigers,87.0,-2.8,7.0,12.563157894736841,1.3944444444444446
1997-05-03_North Melbourne Kangaroos_vs_hawthorn hawks,1997-05-03,North Melbourne Kangaroos,hawthorn hawks,89.0,7.6,6.0,,
1997-05-09_Collingwood Magpies_vs_North Melbourne Kangaroos,1997-05-09,North Melbourne Kangaroos,Collingwood Magpies,98.6,12.6,6.0,14.127777777777778,1.7019607843137254
1997-05-17_North Melbourne Kangaroos_vs_Port Adelaide Power,1997-05-17,North Melbourne Kangaroos,Port Adelaide Power,95.0,-1.2,8.0,13.476851851851851,1.7352941176470589
1997-05-25_North Melbourne Kangaroos_vs_Western Bulldogs,1997-05-25,North Melbourne Kangaroos,Western Bulldogs,104.6,12.8,8.0,13.527777777777779,1.838235294117647
1997-05-31_North Melbourne Kangaroos_vs_West Coast Eagles,1997-05-31,North Melbourne Kangaroos,West Coast Eagles,102.2,11.6,6.0,13.467647058823529,1.5476190476190477
1997-06-09_Fremantle Dockers_vs_North Melbourne Kangaroos,1997-06-09,North Melbourne Kangaroos,Fremantle Dockers,94.6,1.6,9.0,13.279411764705882,1.4702380952380951
1997-06-15_Adelaide Crows_vs_North Melbourne Kangaroos,1997-06-15,North Melbourne Kangaroos,Adelaide Crows,95.0,4.8,6.0,13.511764705882353,1.7083333333333335
1997-06-29_North Melbourne Kangaroos_vs_Sydney Swans,1997-06-29,North Melbourne Kangaroos,Sydney Swans,102.4,17.8,14.0,13.990625,2.0652777777777778
1997-07-05_North Melbourne Kangaroos_vs_st kilda saints,1997-07-05,North Melbourne Kangaroos,st kilda saints,87.8,10.2,6.0,,
1997-07-11_North Melbourne Kangaroos_vs_geelong cats,1997-07-11,North Melbourne Kangaroos,geelong cats,89.4,5.8,6.0,,
1997-07-20_North Melbourne Kangaroos_vs_melbourne demons,1997-07-20,North Melbourne Kangaroos,melbourne demons,87.2,-5.2,9.0,,
1997-07-26_Carlton Blues_vs_North Melbourne Kangaroos,1997-07-26,North Melbourne Kangaroos,Carlton Blues,89.0,0.8,6.0,11.963888888888889,1.4077777777777778
1997-08-01_Essendon Bombers_vs_North Melbourne Kangaroos,1997-08-01,North Melbourne Kangaroos,Essendon Bombers,87.2,4.0,6.0,12.892105263157895,1.3777777777777778
1997-08-08_Brisbane Lions_vs_North Melbourne Kangaroos,1997-08-08,North Melbourne Kangaroos,Brisbane Lions,92.8,9.8,7.0,12.709166666666667,1.4666666666666666
1997-08-17_North Melbourne Kangaroos_vs_Richmond Tigers,1997-08-17,North Melbourne Kangaroos,Richmond Tigers,100.2,32.0,9.0,13.575,1.5055555555555555
1997-08-23_Hawthorn Hawks_vs_North Melbourne Kangaroos,1997-08-23,North Melbourne Kangaroos,Hawthorn Hawks,101.0,33.8,6.0,13.529411764705882,1.5023809523809522
1997-08-31_Collingwood Magpies_vs_North Melbourne Kangaroos,1997-08-31,North Melbourne Kangaroos,Collingwood Magpies,94.4,30.2,8.0,14.465789473684211,1.446078431372549
1997-09-07_Geelong Cats_vs_North Melbourne Kangaroos,1997-09-07,North Melbourne Kangaroos,Geelong Cats,97.4,20.4,7.0,14.744736842105262,1.6666666666666667
1997-09-13_North Melbourne Kangaroos_vs_West Coast Eagles,1997-09-13,North Melbourne Kangaroos,West Coast Eagles,96.6,20.2,6.0,14.136111111111111,1.8645833333333333
1997-09-19_North Melbourne Kangaroos_vs_st kilda saints,1997-09-19,North Melbourne Kangaroos,st kilda saints,93.0,11.4,6.0,,
1998-03-27_North Melbourne Kangaroos_vs_West Coast Eagles,1998-03-27,North Melbourne Kangaroos,West Coast Eagles,88.4,5.4,189.0,11.692105263157895,1.7142857142857142
1998-04-04_Melbourne Demons_vs_North Melbourne Kangaroos,1998-04-04,North Melbourne Kangaroos,Melbourne Demons,92.8,-1.8,8.0,11.855,1.6976190476190476
1998-04-11_North Melbourne Kangaroos_vs_Port Adelaide Power,1998-04-11,North Melbourne Kangaroos,Port Adelaide Power,90.6,-4.6,7.0,12.111904761904762,1.6078431372549018
1998-04-19_Brisbane Lions_vs_North Melbourne Kangaroos,1998-04-19,North Melbourne Kangaroos,Brisbane Lions,94.4,-2.4,8.0,12.715151515151517,1.9529411764705884
1998-04-25_Fremantle Dockers_vs_North Melbourne Kangaroos,1998-04-25,North Melbourne Kangaroos,Fremantle Dockers,102.2,-1.6,6.0,12.327272727272726,1.7222222222222223
1998-05-03_Adelaide Crows_vs_North Melbourne Kangaroos,1998-05-03,North Melbourne Kangaroos,Adelaide Crows,105.0,1.2,8.0,12.178571428571429,1.80625
1998-05-10_North Melbourne Kangaroos_vs_Western Bulldogs,1998-05-10,North Melbourne Kangaroos,Western Bulldogs,105.6,1.6,7.0,12.688095238095238,1.7395833333333333
1998-05-16_North Melbourne Kangaroos_vs_Sydney Swans,1998-05-16,North Melbourne Kangaroos,Sydney Swans,102.2,1.0,6.0,12.46904761904762,1.7377777777777779
1998-05-23_Carlton Blues_vs_North Melbourne Kangaroos,1998-05-23,North Melbourne Kangaroos,Carlton Blues,103.6,-2.8,7.0,12.459523809523809,1.6039215686274508
1998-05-31_Geelong Cats_vs_North Melbourne Kangaroos,1998-05-31,North Melbourne Kangaroos,Geelong Cats,99.2,2.0,8.0,12.2225,1.715686274509804
1998-06-08_Collingwood Magpies_vs_North Melbourne Kangaroos,1998-06-08,North Melbourne Kangaroos,Collingwood Magpies,100.0,0.8,8.0,12.557894736842105,1.734375
1998-06-14_North Melbourne Kangaroos_vs_richmond tigers,1998-06-14,North Melbourne Kangaroos,richmond tigers,104.0,5.8,6.0,,
1998-06-20_Hawthorn Hawks_vs_North Melbourne Kangaroos,1998-06-20,North Melbourne Kangaroos,Hawthorn Hawks,105.8,4.4,6.0,11.772499999999999,1.75
